ASV_ID	CaS3_S35_L001	CaS4_S47_L001	TgS1_S11_L001	TgS2_S23_L001	UpS5_S59_L001
ASV2656	0	0	0	0	10
ASV2657	0	0	0	0	10
ASV2658	0	0	0	0	10
ASV2659	0	0	0	0	10
ASV2660	0	0	0	0	10
ASV2661	0	0	0	0	10
ASV2662	0	0	0	0	10
ASV2663	0	0	0	0	10
ASV2664	0	0	0	0	10
ASV2665	0	0	0	0	10
ASV2666	0	0	0	0	10
ASV2667	0	0	0	0	10
ASV2668	0	0	0	0	10
ASV2669	0	0	0	0	10
ASV2670	0	0	0	0	10
ASV2671	0	0	0	0	10
ASV2672	0	0	0	0	10
ASV2673	9	0	0	0	0
ASV2674	9	0	0	0	0
ASV2675	9	0	0	0	0
ASV2676	9	0	0	0	0
ASV2677	9	0	0	0	0
ASV2678	9	0	0	0	0
ASV2679	9	0	0	0	0
ASV2680	9	0	0	0	0
ASV2681	9	0	0	0	0
ASV2682	9	0	0	0	0
ASV2683	9	0	0	0	0
ASV2684	9	0	0	0	0
ASV2685	9	0	0	0	0
ASV2686	9	0	0	0	0
ASV2687	9	0	0	0	0
ASV2688	9	0	0	0	0
ASV2689	9	0	0	0	0
ASV2690	9	0	0	0	0
ASV2691	9	0	0	0	0
ASV2692	9	0	0	0	0
ASV2693	9	0	0	0	0
ASV2694	9	0	0	0	0
ASV2695	9	0	0	0	0
ASV2696	0	9	0	0	0
ASV2697	0	9	0	0	0
ASV2698	0	9	0	0	0
ASV2699	0	9	0	0	0
ASV2700	0	9	0	0	0
ASV2701	0	9	0	0	0
ASV2702	0	9	0	0	0
ASV2703	0	9	0	0	0
ASV2704	0	9	0	0	0
ASV2705	0	9	0	0	0
ASV2706	0	9	0	0	0
ASV2707	0	9	0	0	0
ASV2708	0	9	0	0	0
ASV2709	0	9	0	0	0
ASV2710	0	9	0	0	0
ASV2711	0	9	0	0	0
ASV2712	0	9	0	0	0
ASV2713	0	9	0	0	0
ASV2714	0	9	0	0	0
ASV2715	0	9	0	0	0
ASV2716	0	9	0	0	0
ASV2717	0	9	0	0	0
ASV2718	0	9	0	0	0
ASV2719	0	9	0	0	0
ASV2720	0	9	0	0	0
ASV2721	0	4	0	5	0
ASV2722	0	0	9	0	0
ASV2723	0	0	9	0	0
ASV2724	0	0	9	0	0
ASV2725	0	0	9	0	0
ASV2726	0	0	9	0	0
ASV2727	0	0	9	0	0
ASV2728	0	0	9	0	0
ASV2729	0	0	9	0	0
ASV2730	0	0	9	0	0
ASV2731	0	0	9	0	0
ASV2732	0	0	9	0	0
ASV2733	0	0	9	0	0
ASV2734	0	0	9	0	0
ASV2735	0	0	9	0	0
ASV2736	0	0	9	0	0
ASV2737	0	0	9	0	0
ASV2738	0	0	9	0	0
ASV2739	0	0	9	0	0
ASV2740	0	0	9	0	0
ASV2741	0	0	9	0	0
ASV2742	0	0	9	0	0
ASV2743	0	0	9	0	0
ASV2744	0	0	9	0	0
ASV2745	0	0	9	0	0
ASV2746	0	0	9	0	0
ASV2747	0	0	9	0	0
ASV2748	0	0	9	0	0
ASV2749	0	0	9	0	0
ASV2750	0	0	9	0	0
ASV2751	0	0	9	0	0
ASV2752	0	0	9	0	0
ASV2753	0	0	9	0	0
ASV2754	0	0	9	0	0
ASV2755	0	0	9	0	0
ASV2756	0	0	9	0	0
ASV2757	0	0	7	0	2
ASV2758	0	0	4	5	0
ASV2759	0	0	0	9	0
ASV2760	0	0	0	9	0
ASV2761	0	0	0	9	0
ASV2762	0	0	0	9	0
ASV2763	0	0	0	9	0
ASV2764	0	0	0	9	0
ASV2765	0	0	0	9	0
ASV2766	0	0	0	9	0
ASV2767	0	0	0	9	0
ASV2768	0	0	0	9	0
ASV2769	0	0	0	9	0
ASV2770	0	0	0	0	9
ASV2771	0	0	0	0	9
ASV2772	0	0	0	0	9
ASV2773	0	0	0	0	9
ASV2774	0	0	0	0	9
ASV2775	0	0	0	0	9
ASV2776	0	0	0	0	9
ASV2777	0	0	0	0	9
ASV2778	0	0	0	0	9
ASV2779	0	0	0	0	9
ASV2780	0	0	0	0	9
ASV2781	0	0	0	0	9
ASV2782	0	0	0	0	9
ASV2783	0	0	0	0	9
ASV2784	0	0	0	0	9
ASV2785	0	0	0	0	9
ASV2786	0	0	0	0	9
ASV2787	0	0	0	0	9
ASV2788	0	0	0	0	9
ASV2789	0	0	0	0	9
ASV2790	0	0	0	0	9
ASV2791	0	0	0	0	9
ASV2792	0	0	0	0	9
ASV2793	0	0	0	0	9
ASV2794	0	0	0	0	9
ASV2795	8	0	0	0	0
ASV2796	8	0	0	0	0
ASV2797	8	0	0	0	0
ASV2798	8	0	0	0	0
ASV2799	8	0	0	0	0
ASV2800	8	0	0	0	0
ASV2801	8	0	0	0	0
ASV2802	8	0	0	0	0
ASV2803	8	0	0	0	0
ASV2804	8	0	0	0	0
ASV2805	8	0	0	0	0
ASV2806	8	0	0	0	0
ASV2807	8	0	0	0	0
ASV2808	8	0	0	0	0
ASV2809	8	0	0	0	0
ASV2810	8	0	0	0	0
ASV2811	8	0	0	0	0
ASV2812	8	0	0	0	0
ASV2813	8	0	0	0	0
ASV2814	8	0	0	0	0
ASV2815	8	0	0	0	0
ASV2816	8	0	0	0	0
ASV2817	8	0	0	0	0
ASV2818	0	8	0	0	0
ASV2819	0	8	0	0	0
ASV2820	0	8	0	0	0
ASV2821	0	8	0	0	0
ASV2822	0	8	0	0	0
ASV2823	0	8	0	0	0
ASV2824	0	8	0	0	0
ASV2825	0	8	0	0	0
ASV2826	0	8	0	0	0
ASV2827	0	8	0	0	0
ASV2828	0	8	0	0	0
ASV2829	0	8	0	0	0
ASV2830	0	8	0	0	0
ASV2831	0	8	0	0	0
ASV2832	0	8	0	0	0
ASV2833	0	8	0	0	0
ASV2834	0	8	0	0	0
ASV2835	0	8	0	0	0
ASV2836	0	8	0	0	0
ASV2837	0	8	0	0	0
ASV2838	0	8	0	0	0
ASV2839	0	8	0	0	0
ASV2840	0	8	0	0	0
ASV2841	0	8	0	0	0
ASV2842	0	8	0	0	0
ASV2843	0	8	0	0	0
ASV2844	0	8	0	0	0
ASV2845	0	8	0	0	0
ASV2846	0	8	0	0	0
ASV2847	0	8	0	0	0
ASV2848	0	8	0	0	0
ASV2849	0	8	0	0	0
ASV2850	0	8	0	0	0
ASV2851	0	8	0	0	0
ASV2852	0	8	0	0	0
ASV2853	0	8	0	0	0
ASV2854	0	8	0	0	0
ASV2855	0	8	0	0	0
ASV2856	0	0	8	0	0
ASV2857	0	0	8	0	0
ASV2858	0	0	8	0	0
ASV2859	0	0	8	0	0
ASV2860	0	0	8	0	0
ASV2861	0	0	8	0	0
ASV2862	0	0	8	0	0
ASV2863	0	0	8	0	0
ASV2864	0	0	8	0	0
ASV2865	0	0	8	0	0
ASV2866	0	0	8	0	0
ASV2867	0	0	8	0	0
ASV2868	0	0	8	0	0
ASV2869	0	0	8	0	0
ASV2870	0	0	8	0	0
ASV2871	0	0	8	0	0
ASV2872	0	0	8	0	0
ASV2873	0	0	8	0	0
ASV2874	0	0	8	0	0
ASV2875	0	0	8	0	0
ASV2876	0	0	8	0	0
ASV2877	0	0	8	0	0
ASV2878	0	0	8	0	0
ASV2879	0	0	8	0	0
ASV2880	0	0	8	0	0
ASV2881	0	0	8	0	0
ASV2882	0	0	8	0	0
ASV2883	0	0	8	0	0
ASV2884	0	0	8	0	0
ASV2885	0	0	8	0	0
ASV2886	0	0	8	0	0
ASV2887	0	0	8	0	0
ASV2888	0	0	8	0	0
ASV2889	0	0	8	0	0
ASV2890	0	0	8	0	0
ASV2891	0	0	8	0	0
ASV2892	0	0	0	8	0
ASV2893	0	0	0	8	0
ASV2894	0	0	0	8	0
ASV2895	0	0	0	8	0
ASV2896	0	0	0	8	0
ASV2897	0	0	0	8	0
ASV2898	0	0	0	8	0
ASV2899	0	0	0	8	0
ASV2900	0	0	0	8	0
ASV2901	0	0	0	8	0
ASV2902	0	0	0	8	0
ASV2903	0	0	0	8	0
ASV2904	0	0	0	8	0
ASV2905	0	0	0	8	0
ASV2906	0	0	0	8	0
ASV2907	0	0	0	8	0
ASV2908	0	0	0	8	0
ASV2909	0	0	0	8	0
ASV2910	0	0	0	0	8
ASV2911	0	0	0	0	8
ASV2912	0	0	0	0	8
ASV2913	0	0	0	0	8
ASV2914	0	0	0	0	8
ASV2915	0	0	0	0	8
ASV2916	0	0	0	0	8
ASV2917	0	0	0	0	8
ASV2918	0	0	0	0	8
ASV2919	0	0	0	0	8
ASV2920	0	0	0	0	8
ASV2921	0	0	0	0	8
ASV2922	0	0	0	0	8
ASV2923	0	0	0	0	8
ASV2924	0	0	0	0	8
ASV2925	0	0	0	0	8
ASV2926	0	0	0	0	8
ASV2927	0	0	0	0	8
ASV2928	0	0	0	0	8
ASV2929	0	0	0	0	8
ASV2930	0	0	0	0	8
ASV2931	0	0	0	0	8
ASV2932	0	0	0	0	8
ASV2933	0	0	0	0	8
ASV2934	0	0	0	0	8
ASV2935	0	0	0	0	8
ASV2936	0	0	0	0	8
ASV2937	0	0	0	0	8
ASV2938	0	0	0	0	8
ASV2939	0	0	0	0	8
ASV2940	0	0	0	0	8
ASV2941	0	0	0	0	8
ASV2942	0	0	0	0	8
ASV2943	0	0	0	0	8
ASV2944	0	0	0	0	8
ASV2945	0	0	0	0	8
ASV2946	0	0	0	0	8
ASV2947	0	0	0	0	8
ASV2948	0	0	0	0	8
ASV2949	0	0	0	0	8
ASV2950	7	0	0	0	0
ASV2951	7	0	0	0	0
ASV2952	7	0	0	0	0
ASV2953	7	0	0	0	0
ASV2954	7	0	0	0	0
ASV2955	7	0	0	0	0
ASV2956	7	0	0	0	0
ASV2957	7	0	0	0	0
ASV2958	7	0	0	0	0
ASV2959	7	0	0	0	0
ASV2960	7	0	0	0	0
ASV2961	7	0	0	0	0
ASV2962	7	0	0	0	0
ASV2963	7	0	0	0	0
ASV2964	7	0	0	0	0
ASV2965	7	0	0	0	0
ASV2966	7	0	0	0	0
ASV2967	7	0	0	0	0
ASV2968	7	0	0	0	0
ASV2969	7	0	0	0	0
ASV2970	7	0	0	0	0
ASV2971	7	0	0	0	0
ASV2972	7	0	0	0	0
ASV2973	4	0	3	0	0
ASV2974	0	7	0	0	0
ASV2975	0	7	0	0	0
ASV2976	0	7	0	0	0
ASV2977	0	7	0	0	0
ASV2978	0	7	0	0	0
ASV2979	0	7	0	0	0
ASV2980	0	7	0	0	0
ASV2981	0	7	0	0	0
ASV2982	0	7	0	0	0
ASV2983	0	7	0	0	0
ASV2984	0	7	0	0	0
ASV2985	0	7	0	0	0
ASV2986	0	7	0	0	0
ASV2987	0	7	0	0	0
ASV2988	0	7	0	0	0
ASV2989	0	7	0	0	0
ASV2990	0	7	0	0	0
ASV2991	0	7	0	0	0
ASV2992	0	7	0	0	0
ASV2993	0	7	0	0	0
ASV2994	0	7	0	0	0
ASV2995	0	7	0	0	0
ASV2996	0	7	0	0	0
ASV2997	0	7	0	0	0
ASV2998	0	7	0	0	0
ASV2999	0	7	0	0	0
ASV3000	0	7	0	0	0
ASV3001	0	7	0	0	0
ASV3002	0	7	0	0	0
ASV3003	0	7	0	0	0
ASV3004	0	7	0	0	0
ASV3005	0	0	7	0	0
ASV3006	0	0	7	0	0
ASV3007	0	0	7	0	0
ASV3008	0	0	7	0	0
ASV3009	0	0	7	0	0
ASV3010	0	0	7	0	0
ASV3011	0	0	7	0	0
ASV3012	0	0	7	0	0
ASV3013	0	0	7	0	0
ASV3014	0	0	7	0	0
ASV3015	0	0	7	0	0
ASV3016	0	0	7	0	0
ASV3017	0	0	7	0	0
ASV3018	0	0	7	0	0
ASV3019	0	0	7	0	0
ASV3020	0	0	7	0	0
ASV3021	0	0	7	0	0
ASV3022	0	0	7	0	0
ASV3023	0	0	7	0	0
ASV3024	0	0	7	0	0
ASV3025	0	0	7	0	0
ASV3026	0	0	7	0	0
ASV3027	0	0	7	0	0
ASV3028	0	0	7	0	0
ASV3029	0	0	7	0	0
ASV3030	0	0	7	0	0
ASV3031	0	0	7	0	0
ASV3032	0	0	7	0	0
ASV3033	0	0	7	0	0
ASV3034	0	0	7	0	0
ASV3035	0	0	7	0	0
ASV3036	0	0	7	0	0
ASV3037	0	0	0	7	0
ASV3038	0	0	0	7	0
ASV3039	0	0	0	7	0
ASV3040	0	0	0	7	0
ASV3041	0	0	0	7	0
ASV3042	0	0	0	7	0
ASV3043	0	0	0	7	0
ASV3044	0	0	0	7	0
ASV3045	0	0	0	7	0
ASV3046	0	0	0	7	0
ASV3047	0	0	0	7	0
ASV3048	0	0	0	7	0
ASV3049	0	0	0	7	0
ASV3050	0	0	0	7	0
ASV3051	0	0	0	7	0
ASV3052	0	0	0	7	0
ASV3053	0	0	0	7	0
ASV3054	0	0	0	7	0
ASV3055	0	0	0	7	0
ASV3056	0	0	0	7	0
ASV3057	0	0	0	7	0
ASV3058	0	0	0	0	7
ASV3059	0	0	0	0	7
ASV3060	0	0	0	0	7
ASV3061	0	0	0	0	7
ASV3062	0	0	0	0	7
ASV3063	0	0	0	0	7
ASV3064	0	0	0	0	7
ASV3065	0	0	0	0	7
ASV3066	0	0	0	0	7
ASV3067	0	0	0	0	7
ASV3068	0	0	0	0	7
ASV3069	0	0	0	0	7
ASV3070	0	0	0	0	7
ASV3071	0	0	0	0	7
ASV3072	0	0	0	0	7
ASV3073	0	0	0	0	7
ASV3074	0	0	0	0	7
ASV3075	0	0	0	0	7
ASV3076	0	0	0	0	7
ASV3077	0	0	0	0	7
ASV3078	0	0	0	0	7
ASV3079	0	0	0	0	7
ASV3080	0	0	0	0	7
ASV3081	0	0	0	0	7
ASV3082	0	0	0	0	7
ASV3083	0	0	0	0	7
ASV3084	0	0	0	0	7
ASV3085	0	0	0	0	7
ASV3086	0	0	0	0	7
ASV3087	0	0	0	0	7
ASV3088	0	0	0	0	7
ASV3089	0	0	0	0	7
ASV3090	0	0	0	0	7
ASV3091	0	0	0	0	7
ASV3092	0	0	0	0	7
ASV3093	6	0	0	0	0
ASV3094	6	0	0	0	0
ASV3095	6	0	0	0	0
ASV3096	6	0	0	0	0
ASV3097	6	0	0	0	0
ASV3098	6	0	0	0	0
ASV3099	6	0	0	0	0
ASV3100	6	0	0	0	0
ASV3101	6	0	0	0	0
ASV3102	6	0	0	0	0
ASV3103	6	0	0	0	0
ASV3104	6	0	0	0	0
ASV3105	6	0	0	0	0
ASV3106	6	0	0	0	0
ASV3107	6	0	0	0	0
ASV3108	6	0	0	0	0
ASV3109	6	0	0	0	0
ASV3110	6	0	0	0	0
ASV3111	6	0	0	0	0
ASV3112	6	0	0	0	0
ASV3113	6	0	0	0	0
ASV3114	6	0	0	0	0
ASV3115	6	0	0	0	0
ASV3116	6	0	0	0	0
ASV3117	6	0	0	0	0
ASV3118	0	6	0	0	0
ASV3119	0	6	0	0	0
ASV3120	0	6	0	0	0
ASV3121	0	6	0	0	0
ASV3122	0	6	0	0	0
ASV3123	0	6	0	0	0
ASV3124	0	6	0	0	0
ASV3125	0	6	0	0	0
ASV3126	0	6	0	0	0
ASV3127	0	6	0	0	0
ASV3128	0	6	0	0	0
ASV3129	0	6	0	0	0
ASV3130	0	6	0	0	0
ASV3131	0	6	0	0	0
ASV3132	0	6	0	0	0
ASV3133	0	6	0	0	0
ASV3134	0	6	0	0	0
ASV3135	0	6	0	0	0
ASV3136	0	6	0	0	0
ASV3137	0	6	0	0	0
ASV3138	0	6	0	0	0
ASV3139	0	6	0	0	0
ASV3140	0	6	0	0	0
ASV3141	0	6	0	0	0
ASV3142	0	6	0	0	0
ASV3143	0	6	0	0	0
ASV3144	0	0	6	0	0
ASV3145	0	0	6	0	0
ASV3146	0	0	6	0	0
ASV3147	0	0	6	0	0
ASV3148	0	0	6	0	0
ASV3149	0	0	6	0	0
ASV3150	0	0	6	0	0
ASV3151	0	0	6	0	0
ASV3152	0	0	6	0	0
ASV3153	0	0	6	0	0
ASV3154	0	0	6	0	0
ASV3155	0	0	6	0	0
ASV3156	0	0	6	0	0
ASV3157	0	0	6	0	0
ASV3158	0	0	6	0	0
ASV3159	0	0	6	0	0
ASV3160	0	0	6	0	0
ASV3161	0	0	6	0	0
ASV3162	0	0	6	0	0
ASV3163	0	0	6	0	0
ASV3164	0	0	6	0	0
ASV3165	0	0	6	0	0
ASV3166	0	0	6	0	0
ASV3167	0	0	6	0	0
ASV3168	0	0	6	0	0
ASV3169	0	0	6	0	0
ASV3170	0	0	6	0	0
ASV3171	0	0	6	0	0
ASV3172	0	0	6	0	0
ASV3173	0	0	6	0	0
ASV3174	0	0	6	0	0
ASV3175	0	0	6	0	0
ASV3176	0	0	6	0	0
ASV3177	0	0	6	0	0
ASV3178	0	0	6	0	0
ASV3179	0	0	6	0	0
ASV3180	0	0	1	5	0
ASV3181	0	0	0	6	0
ASV3182	0	0	0	6	0
ASV3183	0	0	0	6	0
ASV3184	0	0	0	6	0
ASV3185	0	0	0	6	0
ASV3186	0	0	0	6	0
ASV3187	0	0	0	6	0
ASV3188	0	0	0	6	0
ASV3189	0	0	0	6	0
ASV3190	0	0	0	6	0
ASV3191	0	0	0	6	0
ASV3192	0	0	0	6	0
ASV3193	0	0	0	6	0
ASV3194	0	0	0	6	0
ASV3195	0	0	0	6	0
ASV3196	0	0	0	6	0
ASV3197	0	0	0	6	0
ASV3198	0	0	0	0	6
ASV3199	0	0	0	0	6
ASV3200	0	0	0	0	6
ASV3201	0	0	0	0	6
ASV3202	0	0	0	0	6
ASV3203	0	0	0	0	6
ASV3204	0	0	0	0	6
ASV3205	0	0	0	0	6
ASV3206	0	0	0	0	6
ASV3207	0	0	0	0	6
ASV3208	0	0	0	0	6
ASV3209	0	0	0	0	6
ASV3210	0	0	0	0	6
ASV3211	0	0	0	0	6
ASV3212	0	0	0	0	6
ASV3213	0	0	0	0	6
ASV3214	0	0	0	0	6
ASV3215	0	0	0	0	6
ASV3216	0	0	0	0	6
ASV3217	0	0	0	0	6
ASV3218	0	0	0	0	6
ASV3219	0	0	0	0	6
ASV3220	0	0	0	0	6
ASV3221	0	0	0	0	6
ASV3222	0	0	0	0	6
ASV3223	0	0	0	0	6
ASV3224	0	0	0	0	6
ASV3225	0	0	0	0	6
ASV3226	0	0	0	0	6
ASV3227	0	0	0	0	6
ASV3228	0	0	0	0	6
ASV3229	5	0	0	0	0
ASV3230	5	0	0	0	0
ASV3231	5	0	0	0	0
ASV3232	5	0	0	0	0
ASV3233	5	0	0	0	0
ASV3234	5	0	0	0	0
ASV3235	5	0	0	0	0
ASV3236	5	0	0	0	0
ASV3237	5	0	0	0	0
ASV3238	5	0	0	0	0
ASV3239	5	0	0	0	0
ASV3240	5	0	0	0	0
ASV3241	5	0	0	0	0
ASV3242	5	0	0	0	0
ASV3243	5	0	0	0	0
ASV3244	5	0	0	0	0
ASV3245	5	0	0	0	0
ASV3246	5	0	0	0	0
ASV3247	5	0	0	0	0
ASV3248	5	0	0	0	0
ASV3249	5	0	0	0	0
ASV3250	5	0	0	0	0
ASV3251	5	0	0	0	0
ASV3252	5	0	0	0	0
ASV3253	0	5	0	0	0
ASV3254	0	5	0	0	0
ASV3255	0	5	0	0	0
ASV3256	0	5	0	0	0
ASV3257	0	5	0	0	0
ASV3258	0	5	0	0	0
ASV3259	0	5	0	0	0
ASV3260	0	5	0	0	0
ASV3261	0	5	0	0	0
ASV3262	0	5	0	0	0
ASV3263	0	5	0	0	0
ASV3264	0	5	0	0	0
ASV3265	0	5	0	0	0
ASV3266	0	5	0	0	0
ASV3267	0	5	0	0	0
ASV3268	0	5	0	0	0
ASV3269	0	5	0	0	0
ASV3270	0	5	0	0	0
ASV3271	0	5	0	0	0
ASV3272	0	5	0	0	0
ASV3273	0	5	0	0	0
ASV3274	0	5	0	0	0
ASV3275	0	5	0	0	0
ASV3276	0	5	0	0	0
ASV3277	0	5	0	0	0
ASV3278	0	5	0	0	0
ASV3279	0	5	0	0	0
ASV3280	0	5	0	0	0
ASV3281	0	5	0	0	0
ASV3282	0	5	0	0	0
ASV3283	0	5	0	0	0
ASV3284	0	5	0	0	0
ASV3285	0	5	0	0	0
ASV3286	0	0	5	0	0
ASV3287	0	0	5	0	0
ASV3288	0	0	5	0	0
ASV3289	0	0	5	0	0
ASV3290	0	0	5	0	0
ASV3291	0	0	5	0	0
ASV3292	0	0	5	0	0
ASV3293	0	0	5	0	0
ASV3294	0	0	5	0	0
ASV3295	0	0	5	0	0
ASV3296	0	0	5	0	0
ASV3297	0	0	5	0	0
ASV3298	0	0	5	0	0
ASV3299	0	0	5	0	0
ASV3300	0	0	5	0	0
ASV3301	0	0	5	0	0
ASV3302	0	0	5	0	0
ASV3303	0	0	5	0	0
ASV3304	0	0	5	0	0
ASV3305	0	0	5	0	0
ASV3306	0	0	5	0	0
ASV3307	0	0	5	0	0
ASV3308	0	0	5	0	0
ASV3309	0	0	5	0	0
ASV3310	0	0	5	0	0
ASV3311	0	0	5	0	0
ASV3312	0	0	5	0	0
ASV3313	0	0	5	0	0
ASV3314	0	0	5	0	0
ASV3315	0	0	5	0	0
ASV3316	0	0	5	0	0
ASV3317	0	0	5	0	0
ASV3318	0	0	5	0	0
ASV3319	0	0	5	0	0
ASV3320	0	0	5	0	0
ASV3321	0	0	5	0	0
ASV3322	0	0	5	0	0
ASV3323	0	0	0	5	0
ASV3324	0	0	0	5	0
ASV3325	0	0	0	5	0
ASV3326	0	0	0	5	0
ASV3327	0	0	0	5	0
ASV3328	0	0	0	5	0
ASV3329	0	0	0	5	0
ASV3330	0	0	0	5	0
ASV3331	0	0	0	5	0
ASV3332	0	0	0	5	0
ASV3333	0	0	0	5	0
ASV3334	0	0	0	5	0
ASV3335	0	0	0	5	0
ASV3336	0	0	0	5	0
ASV3337	0	0	0	5	0
ASV3338	0	0	0	5	0
ASV3339	0	0	0	5	0
ASV3340	0	0	0	5	0
ASV3341	0	0	0	5	0
ASV3342	0	0	0	5	0
ASV3343	0	0	0	0	5
ASV3344	0	0	0	0	5
ASV3345	0	0	0	0	5
ASV3346	0	0	0	0	5
ASV3347	0	0	0	0	5
ASV3348	0	0	0	0	5
ASV3349	0	0	0	0	5
ASV3350	0	0	0	0	5
ASV3351	0	0	0	0	5
ASV3352	0	0	0	0	5
ASV3353	0	0	0	0	5
ASV3354	0	0	0	0	5
ASV3355	0	0	0	0	5
ASV3356	0	0	0	0	5
ASV3357	0	0	0	0	5
ASV3358	0	0	0	0	5
ASV3359	0	0	0	0	5
ASV3360	0	0	0	0	5
ASV3361	0	0	0	0	5
ASV3362	0	0	0	0	5
ASV3363	0	0	0	0	5
ASV3364	0	0	0	0	5
ASV3365	0	0	0	0	5
ASV3366	0	0	0	0	5
ASV3367	0	0	0	0	5
ASV3368	0	0	0	0	5
ASV3369	0	0	0	0	5
ASV3370	0	0	0	0	5
ASV3371	0	0	0	0	5
ASV3372	0	0	0	0	5
ASV3373	0	0	0	0	5
ASV3374	0	0	0	0	5
ASV3375	0	0	0	0	5
ASV3376	0	0	0	0	5
ASV3377	0	0	0	0	5
ASV3378	4	0	0	0	0
ASV3379	4	0	0	0	0
ASV3380	4	0	0	0	0
ASV3381	4	0	0	0	0
ASV3382	4	0	0	0	0
ASV3383	4	0	0	0	0
ASV3384	4	0	0	0	0
ASV3385	4	0	0	0	0
ASV3386	4	0	0	0	0
ASV3387	4	0	0	0	0
ASV3388	4	0	0	0	0
ASV3389	4	0	0	0	0
ASV3390	4	0	0	0	0
ASV3391	4	0	0	0	0
ASV3392	4	0	0	0	0
ASV3393	4	0	0	0	0
ASV3394	4	0	0	0	0
ASV3395	4	0	0	0	0
ASV3396	4	0	0	0	0
ASV3397	4	0	0	0	0
ASV3398	4	0	0	0	0
ASV3399	4	0	0	0	0
ASV3400	4	0	0	0	0
ASV3401	4	0	0	0	0
ASV3402	0	4	0	0	0
ASV3403	0	4	0	0	0
ASV3404	0	4	0	0	0
ASV3405	0	4	0	0	0
ASV3406	0	4	0	0	0
ASV3407	0	4	0	0	0
ASV3408	0	4	0	0	0
ASV3409	0	4	0	0	0
ASV3410	0	4	0	0	0
ASV3411	0	4	0	0	0
ASV3412	0	4	0	0	0
ASV3413	0	4	0	0	0
ASV3414	0	4	0	0	0
ASV3415	0	4	0	0	0
ASV3416	0	4	0	0	0
ASV3417	0	4	0	0	0
ASV3418	0	4	0	0	0
ASV3419	0	4	0	0	0
ASV3420	0	4	0	0	0
ASV3421	0	4	0	0	0
ASV3422	0	4	0	0	0
ASV3423	0	4	0	0	0
ASV3424	0	4	0	0	0
ASV3425	0	4	0	0	0
ASV3426	0	4	0	0	0
ASV3427	0	4	0	0	0
ASV3428	0	4	0	0	0
ASV3429	0	4	0	0	0
ASV3430	0	4	0	0	0
ASV3431	0	4	0	0	0
ASV3432	0	4	0	0	0
ASV3433	0	4	0	0	0
ASV3434	0	4	0	0	0
ASV3435	0	0	4	0	0
ASV3436	0	0	4	0	0
ASV3437	0	0	4	0	0
ASV3438	0	0	4	0	0
ASV3439	0	0	4	0	0
ASV3440	0	0	4	0	0
ASV3441	0	0	4	0	0
ASV3442	0	0	4	0	0
ASV3443	0	0	4	0	0
ASV3444	0	0	4	0	0
ASV3445	0	0	4	0	0
ASV3446	0	0	4	0	0
ASV3447	0	0	4	0	0
ASV3448	0	0	4	0	0
ASV3449	0	0	4	0	0
ASV3450	0	0	4	0	0
ASV3451	0	0	4	0	0
ASV3452	0	0	4	0	0
ASV3453	0	0	4	0	0
ASV3454	0	0	4	0	0
ASV3455	0	0	4	0	0
ASV3456	0	0	4	0	0
ASV3457	0	0	0	4	0
ASV3458	0	0	0	4	0
ASV3459	0	0	0	4	0
ASV3460	0	0	0	4	0
ASV3461	0	0	0	4	0
ASV3462	0	0	0	4	0
ASV3463	0	0	0	4	0
ASV3464	0	0	0	4	0
ASV3465	0	0	0	4	0
ASV3466	0	0	0	4	0
ASV3467	0	0	0	4	0
ASV3468	0	0	0	4	0
ASV3469	0	0	0	4	0
ASV3470	0	0	0	4	0
ASV3471	0	0	0	4	0
ASV3472	0	0	0	4	0
ASV3473	0	0	0	4	0
ASV3474	0	0	0	4	0
ASV3475	0	0	0	4	0
ASV3476	0	0	0	4	0
ASV3477	0	0	0	4	0
ASV3478	0	0	0	4	0
ASV3479	0	0	0	4	0
ASV3480	0	0	0	4	0
ASV3481	0	0	0	4	0
ASV3482	0	0	0	4	0
ASV3483	0	0	0	4	0
ASV3484	0	0	0	0	4
ASV3485	0	0	0	0	4
ASV3486	0	0	0	0	4
ASV3487	0	0	0	0	4
ASV3488	0	0	0	0	4
ASV3489	0	0	0	0	4
ASV3490	0	0	0	0	4
ASV3491	0	0	0	0	4
ASV3492	0	0	0	0	4
ASV3493	0	0	0	0	4
ASV3494	0	0	0	0	4
ASV3495	0	0	0	0	4
ASV3496	0	0	0	0	4
ASV3497	0	0	0	0	4
ASV3498	0	0	0	0	4
ASV3499	0	0	0	0	4
ASV3500	0	0	0	0	4
ASV3501	0	0	0	0	4
ASV3502	0	0	0	0	4
ASV3503	0	0	0	0	4
ASV3504	0	0	0	0	4
ASV3505	0	0	0	0	4
ASV3506	0	0	0	0	4
ASV3507	0	0	0	0	4
ASV3508	0	0	0	0	4
ASV3509	0	0	0	0	4
ASV3510	0	0	0	0	4
ASV3511	0	0	0	0	4
ASV3512	0	0	0	0	4
ASV3513	0	0	0	0	4
ASV3514	0	0	0	0	4
ASV3515	0	0	0	0	4
ASV3516	0	0	0	0	4
ASV3517	0	0	0	0	4
ASV3518	0	0	0	0	4
ASV3519	0	0	0	0	4
ASV3520	3	0	0	0	0
ASV3521	3	0	0	0	0
ASV3522	3	0	0	0	0
ASV3523	3	0	0	0	0
ASV3524	3	0	0	0	0
ASV3525	3	0	0	0	0
ASV3526	3	0	0	0	0
